Age at Training,SEX,EVENT_YEAR,GRADE,STATE,ZIP_CODE,ASVAB_AFQT_PERCENTILE,ASVAB_ADMIN,ASVAB_ELEC,ASVAB_GEN,ASVAB_MECH,ASVAB_AVERAGE,MARITAL_STATUS,Grad,Elim
22,F,2004,91,FL,32127,76,81,77,70,57,71.25,S,Yes,No
20,M,2004,91,MI,48624,72,80,75,64,66,71.25,S,Yes,No
22,F,2003,91,MO,63109,78,78,73,76,58,71.25,S,Yes,No
18,M,2003,90,ID,83705,72,85,76,59,65,71.25,S,Yes,No
20,F,2003,90,MO,63116,72,76,85,68,56,71.25,S,Yes,No
19,M,2004,88,VA,23322,63,67,79,59,80,71.25,S,Yes,No
18,M,2004,87,CO,80914,75,72,85,76,52,71.25,S,Yes,No
26,M,2004,87,MS,39521,73,81,71,64,69,71.25,S,Yes,No
20,M,2003,87,NC,27587,76,83,81,68,53,71.25,S,Yes,No
30,M,2005,86,CT,06066,74,71,77,76,61,71.25,S,Yes,No
21,M,2003,86,ND,58705,67,55,84,78,68,71.25,S,Yes,No
19,M,2003,86,UT,84041,71,80,87,62,56,71.25,S,Yes,No
22,F,2003,84,RI,02830,78,86,75,64,60,71.25,S,Yes,No
20,M,2004,82,VA,23692,70,56,69,81,79,71.25,S,Yes,No
20,M,2004,82,OK,73145,67,71,73,62,79,71.25,S,Yes,No
19,M,2005,82,GA,30809,67,71,66,62,86,71.25,S,Yes,No
21,M,2003,82,CT,6488,72,74,74,70,67,71.25,S,Yes,No
19,M,2005,79,OR,97478,70,72,77,68,68,71.25,S,Yes,No
39,M,2004,96,NJ,8741,72,61,68,72,84,71.25,M,Yes,No
19,M,2004,96,HI,96818,70,71,73,68,73,71.25,M,Yes,No
28,M,2005,95,SC,29456,70,72,79,66,68,71.25,M,Yes,No
20,M,2003,95,MS,39574,72,74,84,70,57,71.25,M,Yes,No
22,M,2004,94,MI,49058,68,71,78,66,70,71.25,M,Yes,No
21,M,2004,94,FL,33027,83,84,61,81,59,71.25,M,Yes,No
19,M,2005,94,FL,33704,61,67,85,55,78,71.25,M,Yes,No
20,M,2004,94,MO,64029,67,74,72,59,80,71.25,M,Yes,No
21,F,2005,93,CO,80911,79,74,60,83,68,71.25,M,Yes,No
22,M,2003,93,TX,76904,67,65,73,68,79,71.25,M,Yes,No
19,M,2004,92,AP,96367,71,63,77,78,67,71.25,M,Yes,No
19,F,2004,92,NV,89143,67,71,77,62,75,71.25,M,Yes,No
22,F,2004,91,TX,79605,69,56,70,80,79,71.25,M,Yes,No
19,M,2003,91,VA,23693,71,78,75,64,68,71.25,M,Yes,No
20,M,2004,91,TX,79605,70,67,75,72,71,71.25,M,Yes,No
24,M,2003,91,WY,82009,70,59,64,80,82,71.25,M,Yes,No
26,M,2004,90,PA,19320,74,72,81,74,58,71.25,M,Yes,No
19,M,2004,90,OH,43064,58,50,80,68,87,71.25,M,Yes,No
37,M,2005,90,WI,54501,57,65,76,57,87,71.25,M,Yes,No
19,M,2004,90,ME,4970,70,61,68,78,78,71.25,M,Yes,No
52,M,2005,90,MI,49307,63,49,79,70,87,71.25,M,Yes,No
19,M,2004,88,FL,33621,63,65,74,62,84,71.25,M,Yes,No
20,M,2004,87,MO,65305,71,74,85,68,58,71.25,M,Yes,No
20,M,2004,87,TX,79605,70,67,75,72,71,71.25,M,Yes,No
23,F,2004,87,MS,38751,78,76,70,78,61,71.25,M,Yes,No
37,M,2004,87,PA,15001,67,80,76,53,76,71.25,M,Yes,No
22,M,2005,86,NC,27534,77,74,71,80,60,71.25,M,Yes,No
19,M,2004,85,AL,36775,57,74,65,78,68,71.25,M,Yes,No
27,M,2004,84,SC,29644,76,78,70,72,65,71.25,M,Yes,No
20,F,2003,82,NV,89031,80,92,77,66,50,71.25,M,Yes,No
19,M,2003,79,NC,27863,67,67,76,66,76,71.25,M,Yes,No
19,M,2004,79,IN,46013,70,67,82,72,64,71.25,M,Yes,No
18,M,2003,77,FL,32937,72,67,80,72,66,71.25,M,Yes,No
21,M,2004,77,WA,98908,58,52,80,66,87,71.25,M,Yes,No
37,M,2004,96,AL,36695,73,67,62,80,76,71.25,D,Yes,No
23,M,2003,95,TX,78245,80,85,68,74,58,71.25,D,Yes,No
42,M,2003,95,CA,95687,54,74,61,64,86,71.25,D,Yes,No
27,M,2005,90,CA,95991,71,72,67,70,76,71.25,D,Yes,No
58,M,2004,90,GA,30605,74,58,64,76,87,71.25,D,Yes,No
18,M,2004,87,IL,62234,72,61,77,68,79,71.25,D,Yes,No
25,F,2003,85,TX,76305,72,72,64,78,71,71.25,D,Yes,No
23,F,2004,85,IN,46804,72,67,61,78,79,71.25,D,Yes,No
18,M,2003,84,CA,95655,73,71,74,76,65,71.5,UNKNOWN,No,Yes
20,M,2003,73,MA,1840,68,72,77,64,73,71.5,UNKNOWN,No,Yes
19,F,2004,88,TX,76908,78,76,72,80,58,71.5,S,No,Yes
19,M,2004,70,OR,97005,67,71,76,62,77,71.5,S,Yes,No
20,M,2003,97,VA,24013,72,71,67,74,74,71.5,UNKNOWN,Yes,No
26,M,2003,94,NY,11355,67,59,74,76,77,71.5,UNKNOWN,Yes,No
21,M,2003,92,NM,87110,74,81,71,66,68,71.5,UNKNOWN,Yes,No
19,F,2004,91,GA,31548,78,79,64,76,67,71.5,UNKNOWN,Yes,No
21,F,2003,90,ND,58104,77,84,68,68,66,71.5,UNKNOWN,Yes,No
23,M,2003,89,KY,41076,76,79,77,72,58,71.5,UNKNOWN,Yes,No
19,M,2003,87,IL,62521,67,69,72,66,79,71.5,UNKNOWN,Yes,No
20,M,2003,87,OK,74343,73,79,81,66,60,71.5,UNKNOWN,Yes,No
19,M,2003,86,IL,62521,67,69,72,66,79,71.5,UNKNOWN,Yes,No
24,M,2003,85,NY,11374,80,77,67,84,58,71.5,UNKNOWN,Yes,No
38,M,2003,85,IA,51001,63,59,71,68,88,71.5,UNKNOWN,Yes,No
21,M,2003,84,GA,31558,73,74,77,72,63,71.5,UNKNOWN,Yes,No
28,M,2003,83,GA,30084,72,72,73,68,73,71.5,UNKNOWN,Yes,No
19,M,2004,95,LA,70056,72,72,65,82,67,71.5,S,Yes,No
21,M,2004,95,TX,76908,77,77,76,76,57,71.5,S,Yes,No
21,M,2003,94,MN,55408,84,88,85,80,33,71.5,S,Yes,No
18,M,2004,93,IA,50125,71,71,72,70,73,71.5,S,Yes,No
21,M,2004,93,TX,76908,75,71,79,78,58,71.5,S,Yes,No
19,M,2003,93,WI,54974,72,79,80,64,63,71.5,S,Yes,No
20,M,2004,92,UT,84057,70,79,75,59,73,71.5,S,Yes,No
20,M,2003,92,CA,95903,67,67,80,66,73,71.5,S,Yes,No
22,M,2003,91,GA,31098,79,84,70,74,58,71.5,S,Yes,No
19,M,2004,90,FL,33460,77,83,77,70,56,71.5,S,Yes,No
19,M,2003,90,CA,93437,65,65,83,66,72,71.5,S,Yes,No
22,M,2004,89,WA,98383,72,72,75,72,67,71.5,S,Yes,No
21,M,2003,89,TX,75063,72,74,84,80,48,71.5,S,Yes,No
27,F,2005,88,AL,36301,78,85,68,70,63,71.5,S,Yes,No
19,M,2004,87,TX,76908,80,76,77,83,50,71.5,S,Yes,No
19,M,2004,87,LA,70056,72,72,65,82,67,71.5,S,Yes,No
22,M,2004,87,TX,75142,72,77,70,66,73,71.5,S,Yes,No
20,M,2004,86,UT,84057,70,79,75,59,73,71.5,S,Yes,No
20,F,2004,86,IN,47882,72,79,68,76,63,71.5,S,Yes,No
26,F,2004,86,MO,63376,76,76,76,74,60,71.5,S,Yes,No
18,M,2003,86,AZ,85652,67,63,68,70,85,71.5,S,Yes,No
19,M,2004,86,CA,90501,71,72,76,70,68,71.5,S,Yes,No
21,M,2004,85,IN,46368,72,59,74,64,89,71.5,S,Yes,No
21,M,2003,84,FL,32403,71,69,73,72,72,71.5,S,Yes,No
20,F,2003,84,FL,32606,78,80,84,74,48,71.5,S,Yes,No
27,M,2004,84,TX,78238,71,74,81,68,63,71.5,S,Yes,No
19,M,2003,83,NY,13021,72,63,67,82,74,71.5,S,Yes,No
29,M,2005,83,MT,59404,72,74,84,55,73,71.5,S,Yes,No
19,M,2005,83,KS,67206,72,72,72,64,78,71.5,S,Yes,No
23,F,2004,83,MA,2128,81,89,67,74,56,71.5,S,Yes,No
20,M,2004,82,OH,44820,72,74,84,72,56,71.5,S,Yes,No
20,F,2004,82,AL,36092,74,76,76,70,64,71.5,S,Yes,No
23,F,2004,82,OK,74029,69,67,84,70,65,71.5,S,Yes,No
20,M,2004,82,AP,96367,63,61,87,66,72,71.5,S,Yes,No
20,F,2004,80,MO,64804,79,77,64,80,65,71.5,S,Yes,No
21,M,2004,78,AK,99508,72,72,70,72,72,71.5,S,Yes,No
46,M,2003,98,NC,28040,72,45,66,88,87,71.5,M,Yes,No
19,M,2004,96,KY,40245,78,72,68,81,65,71.5,M,Yes,No
23,M,2004,95,OH,45324,77,84,67,70,65,71.5,M,Yes,No
49,M,2004,94,MI,48186,74,41,83,72,90,71.5,M,Yes,No
19,M,2003,93,MD,20720,69,71,89,66,60,71.5,M,Yes,No
19,M,2003,93,MD,20720,69,71,89,66,60,71.5,M,Yes,No
50,M,2005,93,WA,98390,72,55,82,57,92,71.5,M,Yes,No
33,M,2004,92,OH,43230,77,86,72,70,58,71.5,M,Yes,No
20,M,2004,92,NC,28390,70,55,76,83,72,71.5,M,Yes,No
19,M,2003,92,MO,63074,60,61,81,59,85,71.5,M,Yes,No
20,M,2003,91,CA,93725,72,71,68,74,73,71.5,M,Yes,No
21,M,2004,91,NJ,8527,72,61,81,80,64,71.5,M,Yes,No
18,M,2004,91,FL,32404,69,61,64,76,85,71.5,M,Yes,No
22,M,2005,90,IL,62220,64,61,76,68,81,71.5,M,Yes,No
33,M,2003,90,SC,29036,70,67,68,72,79,71.5,M,Yes,No
25,M,2004,90,AE,9012,71,71,70,72,73,71.5,M,Yes,No
22,M,2005,89,MS,39530,62,56,75,68,87,71.5,M,Yes,No
19,F,2003,89,WI,53566,50,76,53,76,81,71.5,M,Yes,No
19,M,2003,88,AP,96367,70,71,76,68,71,71.5,M,Yes,No
19,F,2005,88,AZ,85629,78,80,85,74,47,71.5,M,Yes,No
24,F,2004,87,TX,78840,72,78,82,66,60,71.5,M,Yes,No
19,M,2003,86,AZ,85033,76,79,67,72,68,71.5,M,Yes,No
19,M,2003,86,KY,42164,72,67,66,66,87,71.5,M,Yes,No
26,M,2003,86,AZ,85708,61,63,61,80,82,71.5,M,Yes,No
37,M,2005,85,IN,46062,71,63,60,74,89,71.5,M,Yes,No
20,M,2004,85,VA,23666,65,61,83,70,72,71.5,M,Yes,No
19,M,2003,85,AP,96367,70,71,76,68,71,71.5,M,Yes,No
19,M,2003,84,MO,63801,75,76,80,72,58,71.5,M,Yes,No
22,M,2004,84,NC,27531,69,63,67,74,82,71.5,M,Yes,No
19,M,2004,83,NE,68048,70,78,70,59,79,71.5,M,Yes,No
21,F,2003,82,FL,32780,76,76,70,74,66,71.5,M,Yes,No
19,M,2003,82,MS,39532,70,76,75,62,73,71.5,M,Yes,No
20,M,2003,82,VA,23665,69,67,82,70,67,71.5,M,Yes,No
19,M,2003,79,KS,67149,71,74,77,68,67,71.5,M,Yes,No
21,M,2003,78,ID,83648,74,65,76,81,64,71.5,M,Yes,No
20,M,2005,75,SC,29152,68,69,81,66,70,71.5,M,Yes,No
19,M,2004,73,AE,9824,69,67,81,70,68,71.5,M,Yes,No
34,M,2004,96,PA,15001,71,63,83,62,78,71.5,D,Yes,No
21,M,2003,96,NJ,8015,71,61,76,81,68,71.5,D,Yes,No
22,M,2004,93,NV,89143,75,72,72,76,66,71.5,D,Yes,No
19,M,2003,93,MT,59401,75,80,76,68,62,71.5,D,Yes,No
25,M,2004,90,SC,29910,76,78,69,78,61,71.5,D,Yes,No
19,M,2005,89,AZ,85379,74,67,76,80,63,71.5,D,Yes,No
20,M,2003,85,KY,41048,70,67,72,72,75,71.5,D,Yes,No
41,M,2005,85,ME,04240,71,67,83,68,68,71.5,D,Yes,No
18,M,2004,89,NV,89081,74,72,79,74,62,71.75,S,No,Yes
19,F,2004,80,CO,80922,75,84,82,66,55,71.75,M,No,Yes
25,M,2003,74,GA,31632,67,65,75,68,79,71.75,M,No,Yes
21,M,2005,85,AZ,85249,70,67,80,72,68,71.75,S,Yes,No
18,M,2004,68,CA,93550,69,69,77,68,73,71.75,S,Yes,No
21,M,2004,89,DE,19977,77,74,62,78,73,71.75,M,Yes,No
19,M,2004,77,NJ,8054,72,72,83,72,60,71.75,M,Yes,No
21,M,2003,98,TX,76908,65,65,71,66,85,71.75,UNKNOWN,Yes,No
48,M,2003,98,FL,32548,56,63,65,74,85,71.75,UNKNOWN,Yes,No
55,F,2003,97,MA,02649,96,69,68,66,84,71.75,UNKNOWN,Yes,No
23,M,2003,93,MI,49783,71,67,81,76,63,71.75,UNKNOWN,Yes,No
20,F,2004,90,OH,43068,75,76,74,87,50,71.75,UNKNOWN,Yes,No
21,M,2003,88,OK,73052,73,69,78,78,62,71.75,UNKNOWN,Yes,No
20,M,2003,88,AL,36054,72,81,75,68,63,71.75,UNKNOWN,Yes,No
23,M,2003,87,TN,37069,68,63,78,74,72,71.75,UNKNOWN,Yes,No
20,M,2003,87,IL,62693,72,63,83,68,73,71.75,UNKNOWN,Yes,No
21,M,2003,84,OK,73052,73,69,78,78,62,71.75,UNKNOWN,Yes,No
19,M,2003,79,NY,14738,71,83,75,57,72,71.75,UNKNOWN,Yes,No
21,M,2005,100,AZ,85249,70,67,80,72,68,71.75,S,Yes,No
19,M,2005,96,ME,4971,70,65,67,74,81,71.75,S,Yes,No
19,M,2004,96,TX,78249,74,84,75,64,64,71.75,S,Yes,No
18,M,2003,94,NV,89178,71,78,72,64,73,71.75,S,Yes,No
19,M,2003,93,ND,58201,67,67,72,66,82,71.75,S,Yes,No
24,M,2005,93,MO,64503,70,67,81,72,67,71.75,S,Yes,No
22,F,2004,92,TX,76908,75,74,67,76,70,71.75,S,Yes,No
20,M,2004,92,SD,57522,77,89,75,64,59,71.75,S,Yes,No
21,M,2004,91,TN,37388,68,55,76,80,76,71.75,S,Yes,No
19,M,2004,91,AE,9459,72,71,85,74,57,71.75,S,Yes,No
21,M,2003,90,CA,93436,70,74,70,64,79,71.75,S,Yes,No
24,F,2004,90,CA,93944,80,81,64,80,62,71.75,S,Yes,No
19,F,2004,89,IA,50138,79,79,78,78,52,71.75,S,Yes,No
23,F,2004,89,GA,30013,76,76,68,74,69,71.75,S,Yes,No
22,M,2004,89,SC,29303,74,76,67,72,72,71.75,S,Yes,No
19,M,2004,88,MT,59404,82,74,64,87,62,71.75,S,Yes,No
18,M,2004,87,KS,67144,75,77,73,72,65,71.75,S,Yes,No
20,M,2004,87,NY,11795,81,84,66,78,59,71.75,S,Yes,No
19,M,2005,87,CA,95687,70,80,73,57,77,71.75,S,Yes,No
18,M,2004,83,CA,93550,69,69,77,68,73,71.75,S,Yes,No
21,M,2003,82,NH,3246,70,71,80,68,68,71.75,S,Yes,No
20,M,2004,82,AP,96271,67,67,79,66,75,71.75,S,Yes,No
19,M,2004,81,GA,31093,71,65,66,78,78,71.75,S,Yes,No
19,M,2005,81,GA,31211,72,74,82,72,59,71.75,S,Yes,No
19,M,2003,81,FL,32926,74,84,77,64,62,71.75,S,Yes,No
19,M,2003,80,CA,90723,78,78,72,76,61,71.75,S,Yes,No
18,M,2004,80,VA,23666,72,65,70,80,72,71.75,S,Yes,No
20,M,2003,80,TX,75143,71,67,71,76,73,71.75,S,Yes,No
26,M,2003,98,OK,73170,67,65,76,70,76,71.75,M,Yes,No
32,F,2003,96,GU,96910,80,78,61,81,67,71.75,M,Yes,No
20,M,2004,96,DE,19977,77,74,62,78,73,71.75,M,Yes,No
21,M,2004,96,OK,73045,69,61,72,76,78,71.75,M,Yes,No
33,M,2005,96,CA,92694,67,56,74,76,81,71.75,M,Yes,No
37,M,2004,95,MS,39564,64,52,73,76,86,71.75,M,Yes,No
19,M,2003,94,AZ,85708,45,71,72,66,78,71.75,M,Yes,No
18,F,2004,94,AE,9012,79,76,68,80,63,71.75,M,Yes,No
32,M,2004,93,AZ,85242,63,50,70,78,89,71.75,M,Yes,No
30,M,2004,93,NY,11385,84,92,67,74,54,71.75,M,Yes,No
33,M,2004,92,GU,96929,67,67,64,66,90,71.75,M,Yes,No
19,F,2005,92,NC,27330,76,80,64,72,71,71.75,M,Yes,No
19,M,2004,92,TX,76311,71,74,83,68,62,71.75,M,Yes,No
19,M,2004,91,AZ,85364,67,59,69,76,83,71.75,M,Yes,No
20,M,2004,91,AK,99702,69,71,74,66,76,71.75,M,Yes,No
44,M,2004,91,IL,62269,72,34,75,92,86,71.75,M,Yes,No
24,F,2003,90,TX,78245,81,84,68,78,57,71.75,M,Yes,No
23,M,2004,90,ND,58201,71,76,82,68,61,71.75,M,Yes,No
18,M,2005,90,CA,93523,72,76,71,68,72,71.75,M,Yes,No
35,M,2004,90,OH,45433,60,76,85,74,52,71.75,M,Yes,No
21,M,2004,90,IN,47161,63,61,85,66,75,71.75,M,Yes,No
18,M,2005,89,AR,72120,69,61,65,76,85,71.75,M,Yes,No
19,F,2004,89,TX,76908,76,67,63,86,71,71.75,M,Yes,No
21,F,2004,89,VT,05301,71,67,70,74,76,71.75,M,Yes,No
19,M,2003,89,MS,39564,67,59,75,74,79,71.75,M,Yes,No
21,M,2004,89,DE,19977,77,74,62,78,73,71.75,M,Yes,No
19,M,2004,88,NV,89102,72,76,74,68,69,71.75,M,Yes,No
27,M,2004,88,CO,81226,72,59,73,72,83,71.75,M,Yes,No
19,F,2003,87,NV,89131,83,78,76,85,48,71.75,M,Yes,No
26,M,2004,87,MT,59402,75,72,70,78,67,71.75,M,Yes,No
33,M,2004,87,OK,73159,69,80,61,78,68,71.75,M,Yes,No
20,M,2004,86,CA,95687,64,65,73,64,85,71.75,M,Yes,No
40,M,2005,86,FL,32404,65,55,73,68,91,71.75,M,Yes,No
19,F,2004,86,WI,53188,76,78,82,72,55,71.75,M,Yes,No
18,F,2004,85,CO,80925,74,72,85,74,56,71.75,M,Yes,No
21,M,2003,84,NV,89166,62,80,76,66,65,71.75,M,Yes,No
19,M,2004,83,FL,32073,68,76,83,59,69,71.75,M,Yes,No
20,M,2003,83,AE,09123,72,63,62,81,81,71.75,M,Yes,No
48,M,2004,83,FL,33157,72,69,84,71,63,71.75,M,Yes,No
19,M,2004,81,HI,96818,74,78,82,68,59,71.75,M,Yes,No
26,M,2003,79,GA,31632,67,65,75,68,79,71.75,M,Yes,No
18,M,2004,79,AR,72120,71,76,76,64,71,71.75,M,Yes,No
42,M,2004,100,NY,14174,67,61,74,72,80,71.75,D,Yes,No
39,M,2004,95,PA,17569,72,74,78,70,65,71.75,D,Yes,No
18,M,2003,78,MO,64093,72,74,62,78,73,71.75,D,Yes,No
26,M,2004,76,TX,76908,71,74,74,68,72,72,S,No,Yes
19,M,2004,62,IN,46375,67,67,76,66,79,72,S,No,Yes
21,F,2004,95,HI,96706,87,87,66,85,50,72,D,No,Yes
19,M,2004,94,FL,33716,70,63,76,76,73,72,M,Yes,No
26,M,2004,100,MN,55898,74,51,71,74,92,72,UNKNOWN,Yes,No
28,F,2004,99,NY,12831,71,76,80,66,66,72,UNKNOWN,Yes,No
19,M,2003,94,NJ,08087,72,71,80,74,63,72,UNKNOWN,Yes,No
21,M,2003,93,CA,91345,66,71,70,62,85,72,UNKNOWN,Yes,No
30,M,2003,91,IN,46714,72,53,72,78,85,72,UNKNOWN,Yes,No
18,M,2003,90,FL,34436,69,77,75,59,77,72,UNKNOWN,Yes,No
20,F,2003,90,IL,61701,77,86,76,66,60,72,UNKNOWN,Yes,No
19,F,2003,89,NJ,7010,81,90,72,72,54,72,UNKNOWN,Yes,No
20,M,2003,88,OK,74953,76,79,74,72,63,72,UNKNOWN,Yes,No
19,M,2004,86,IL,61560,72,76,76,68,68,72,UNKNOWN,Yes,No
20,F,2003,85,TX,75791,82,92,62,72,62,72,UNKNOWN,Yes,No
18,M,2003,83,CO,80465,76,79,73,72,64,72,UNKNOWN,Yes,No
20,M,2003,83,CA,95695,71,71,71,72,74,72,UNKNOWN,Yes,No
21,F,2003,82,GA,30281,72,74,76,80,58,72,UNKNOWN,Yes,No
21,M,2003,96,ID,83634,62,59,70,66,93,72,S,Yes,No
19,M,2004,95,MO,64093,65,61,70,70,87,72,S,Yes,No
18,M,2004,94,IA,50574,75,81,77,68,62,72,S,Yes,No
23,M,2004,93,GA,31090,72,74,72,70,72,72,S,Yes,No
24,M,2004,93,AE,9601,65,55,67,76,90,72,S,Yes,No
30,M,2004,93,NY,11694,72,65,82,68,73,72,S,Yes,No
19,M,2004,92,AR,72076,76,77,78,74,59,72,S,Yes,No
19,M,2003,91,NE,68123,68,65,69,70,84,72,S,Yes,No
21,M,2004,90,MO,65807,74,76,67,72,73,72,S,Yes,No
23,M,2004,89,SD,57701,68,71,74,66,77,72,S,Yes,No
21,M,2004,89,FL,33594,69,69,72,70,77,72,S,Yes,No
20,M,2004,88,VA,22485,76,81,80,70,57,72,S,Yes,No
21,M,2004,88,VA,22485,76,81,80,70,57,72,S,Yes,No
28,F,2004,87,LA,70150,74,76,74,70,68,72,S,Yes,No
39,M,2003,87,PA,15425,79,67,72,74,75,72,S,Yes,No
18,M,2003,87,CA,95377,72,78,79,66,65,72,S,Yes,No
22,M,2005,86,MI,48045,62,65,75,59,89,72,S,Yes,No
19,M,2003,86,NJ,07424,78,74,68,80,66,72,S,Yes,No
19,M,2004,86,IL,60440,72,81,77,72,58,72,S,Yes,No
23,M,2004,86,NM,88101,74,74,75,72,67,72,S,Yes,No
22,M,2003,86,ID,83706,72,71,80,74,63,72,S,Yes,No
24,M,2004,85,CA,93722,78,79,74,76,59,72,S,Yes,No
18,M,2004,85,NY,13489,69,71,75,66,76,72,S,Yes,No
21,M,2004,84,IL,62221,58,55,82,64,87,72,S,Yes,No
19,M,2003,84,TX,78235,69,71,75,68,74,72,S,Yes,No
19,M,2004,84,NV,89801,77,76,69,76,67,72,S,Yes,No
18,M,2004,83,IA,50574,75,81,77,68,62,72,S,Yes,No
21,M,2004,83,MD,21122,64,63,75,66,84,72,S,Yes,No
19,M,2004,82,DE,19977,76,67,81,83,57,72,S,Yes,No
19,M,2005,82,CO,80129,38,69,75,74,70,72,S,Yes,No
20,M,2003,82,OR,97114,71,77,80,64,67,72,S,Yes,No
19,M,2004,97,FL,33716,70,63,76,76,73,72,M,Yes,No
19,M,2004,97,UT,84041,71,69,68,72,79,72,M,Yes,No
32,M,2004,95,MD,21157,70,61,76,72,79,72,M,Yes,No
20,M,2004,95,MS,39531,64,71,85,57,75,72,M,Yes,No
21,M,2004,95,SC,29461,72,76,68,68,76,72,M,Yes,No
22,F,2004,95,UT,84128,72,80,72,64,72,72,M,Yes,No
29,M,2003,91,CA,92596,71,69,73,74,72,72,M,Yes,No
23,M,2004,90,OK,73160,61,52,76,70,90,72,M,Yes,No
19,M,2004,90,VA,23669,67,67,83,66,72,72,M,Yes,No
22,M,2003,89,ID,83647,71,74,84,66,64,72,M,Yes,No
20,M,2003,89,FL,32514,78,85,76,70,57,72,M,Yes,No
24,M,2004,88,TN,37087,72,67,69,81,71,72,M,Yes,No
23,M,2003,88,ND,58704,71,76,91,66,55,72,M,Yes,No
26,M,2003,87,KS,66614,65,65,75,66,82,72,M,Yes,No
19,F,2003,87,NC,28390,80,80,67,78,63,72,M,Yes,No
25,F,2003,85,TX,78253,78,71,76,83,58,72,M,Yes,No
19,M,2003,84,AE,9012,61,63,82,59,84,72,M,Yes,No
23,F,2004,84,VA,23015,80,78,73,81,56,72,M,Yes,No
25,F,2004,84,CA,95765,74,72,82,74,60,72,M,Yes,No
21,F,2003,84,TX,76901,76,76,73,74,65,72,M,Yes,No
19,F,2004,83,GA,30066,80,84,67,76,61,72,M,Yes,No
21,M,2004,82,NM,88101,69,76,72,59,81,72,M,Yes,No
19,M,2003,81,AK,99504,67,67,76,66,79,72,M,Yes,No
26,M,2004,70,OR,97132,63,59,74,68,87,72,M,Yes,No
28,F,2004,70,NY,12203,71,78,82,64,64,72,M,Yes,No
33,M,2004,95,OK,73160,74,67,59,80,82,72,D,Yes,No
45,M,2004,92,MN,55024,75,79,60,71,78,72,D,Yes,No
22,M,2003,91,MO,64093,68,71,77,64,76,72,D,Yes,No
25,F,2004,89,WI,54801,72,77,61,82,68,72,D,Yes,No
19,M,2004,89,TX,79606,63,76,81,49,82,72,D,Yes,No
20,M,2004,89,SD,57702,64,59,81,70,78,72,D,Yes,No
28,M,2003,72,WY,82001,71,59,64,80,85,72,D,Yes,No
19,M,2003,75,VA,23462,73,74,74,72,69,72.25,S,No,Yes
21,F,2004,85,OR,97378,80,84,64,76,65,72.25,M,No,Yes
19,M,2004,60,TX,78108,84,97,77,70,45,72.25,S,Yes,No
24,M,2003,98,CA,90262,71,67,70,76,76,72.25,UNKNOWN,Yes,No
19,M,2004,90,CT,6606,79,84,84,72,49,72.25,UNKNOWN,Yes,No
24,M,2003,90,KS,67835,73,69,81,68,71,72.25,UNKNOWN,Yes,No
35,M,2003,87,IN,46403,72,67,68,78,76,72.25,UNKNOWN,Yes,No
18,F,2003,87,CA,95616,80,79,72,80,58,72.25,UNKNOWN,Yes,No
33,M,2004,86,WA,98226,69,83,67,70,69,72.25,UNKNOWN,Yes,No
20,M,2003,85,WA,98801,77,72,66,82,69,72.25,UNKNOWN,Yes,No
19,M,2003,84,KY,41015,68,69,69,68,83,72.25,UNKNOWN,Yes,No
21,F,2003,84,OK,74133,78,86,78,68,57,72.25,UNKNOWN,Yes,No
39,M,2003,77,CA,92405,70,67,64,70,88,72.25,UNKNOWN,Yes,No
21,M,2003,77,CA,95630,66,61,67,72,89,72.25,UNKNOWN,Yes,No
23,M,2004,98,TN,37311,71,72,76,68,73,72.25,S,Yes,No
20,M,2004,95,AP,96319,67,56,85,76,72,72.25,S,Yes,No
20,M,2005,94,TX,76908,76,76,87,74,52,72.25,S,Yes,No
25,M,2004,94,FL,33018,73,59,88,80,62,72.25,S,Yes,No
22,M,2004,94,IA,50029,78,76,71,80,62,72.25,S,Yes,No
19,F,2004,94,SC,29801,79,78,81,78,52,72.25,S,Yes,No
20,M,2003,93,PA,19352,73,59,76,70,84,72.25,S,Yes,No
21,M,2004,92,FL,32548,75,78,77,70,64,72.25,S,Yes,No
20,M,2005,92,ME,4274,70,72,71,68,78,72.25,S,Yes,No
20,M,2004,92,AP,96319,67,56,85,76,72,72.25,S,Yes,No
19,M,2004,92,TX,78236,76,74,70,76,69,72.25,S,Yes,No
20,M,2003,91,CT,6512,66,65,72,68,84,72.25,S,Yes,No
26,M,2004,91,FL,33018,73,59,88,80,62,72.25,S,Yes,No
18,M,2004,90,OK,74044,70,71,83,68,67,72.25,S,Yes,No
22,M,2004,90,MI,48135,63,59,72,68,90,72.25,S,Yes,No
25,M,2004,90,CA,95826,77,74,77,78,60,72.25,S,Yes,No
25,M,2003,90,AE,9009,64,65,83,64,77,72.25,S,Yes,No
21,M,2004,89,NY,10455,65,67,85,64,73,72.25,S,Yes,No
19,M,2005,89,MD,21014,69,61,82,74,72,72.25,S,Yes,No
22,M,2004,89,MI,48135,63,59,72,68,90,72.25,S,Yes,No
20,F,2004,88,OR,97756,78,81,76,74,58,72.25,S,Yes,No
18,M,2005,87,TX,77566,69,71,84,66,68,72.25,S,Yes,No
20,M,2003,86,TN,38358,74,72,71,76,70,72.25,S,Yes,No
22,M,2004,86,GA,31047,76,78,70,72,69,72.25,S,Yes,No
21,M,2004,85,FL,32548,75,78,77,70,64,72.25,S,Yes,No
19,M,2004,85,IL,62225,68,69,91,66,63,72.25,S,Yes,No
